event_id,event_ts,user_id,org,plan,event_type,device,duration_ms
e0676,2026-01-08T07:34:00.000Z,u032,Acme,Free,chart_apply,web,1142
e0677,2026-01-10T14:17:00.000Z,u138,Acme,Free,query_error,mobile,1366
e0678,2026-01-12T19:55:00.000Z,u108,Globex,Team,export_csv,mobile,337
e0679,2026-01-27T22:57:00.000Z,u029,Acme,Free,chart_apply,web,774
e0680,2026-01-25T09:17:00.000Z,u011,Globex,Team,query_error,web,1017
e0681,2026-01-12T01:31:00.000Z,u103,Globex,Team,export_csv,mobile,533
e0682,2026-01-27T11:29:00.000Z,u128,Acme,Free,query_run,mobile,1302
e0683,2026-01-28T07:51:00.000Z,u088,Acme,Free,query_run,web,431
e0684,2026-01-10T23:55:00.000Z,u046,Synogize,Pro,chart_apply,web,727
e0685,2026-01-27T05:48:00.000Z,u158,Acme,Free,export_csv,mobile,1086
e0686,2026-01-28T06:38:00.000Z,u006,Globex,Team,query_error,mobile,1331
e0687,2026-01-18T14:07:00.000Z,u018,Synogize,Pro,query_run,mobile,1189
e0688,2026-01-03T10:08:00.000Z,u008,Acme,Free,chart_apply,web,1076
e0689,2026-01-17T04:36:00.000Z,u185,Acme,Free,query_error,web,961
e0690,2026-01-26T17:37:00.000Z,u103,Acme,Free,query_run,web,891
e0691,2026-01-25T19:32:00.000Z,u052,Synogize,Pro,chart_apply,mobile,801
e0692,2026-01-23T10:08:00.000Z,u013,Acme,Free,chart_apply,mobile,476
e0693,2026-01-25T05:54:00.000Z,u080,Globex,Team,query_run,web,904
e0694,2026-01-30T12:33:00.000Z,u080,Synogize,Pro,query_run,web,978
e0695,2026-01-03T19:59:00.000Z,u069,Acme,Free,chart_apply,web,441
e0696,2026-01-23T16:27:00.000Z,u027,Globex,Team,export_csv,mobile,900
e0697,2026-01-04T03:55:00.000Z,u173,Globex,Team,login,web,1266
e0698,2026-01-13T01:42:00.000Z,u043,Synogize,Pro,chart_apply,web,417
e0699,2026-01-13T14:42:00.000Z,u111,Synogize,Pro,query_error,web,419
e0700,2026-01-26T05:15:00.000Z,u128,Acme,Free,login,web,1448
e0701,2026-01-21T23:31:00.000Z,u123,Acme,Free,login,mobile,1173
e0702,2026-01-18T11:16:00.000Z,u177,Globex,Team,query_run,mobile,969
e0703,2026-01-18T17:46:00.000Z,u011,Synogize,Pro,export_csv,mobile,1242
e0704,2026-01-02T06:07:00.000Z,u198,Globex,Team,login,mobile,924
e0705,2026-01-19T18:52:00.000Z,u195,Globex,Team,query_run,web,487
e0706,2026-01-28T00:45:00.000Z,u124,Acme,Free,query_error,mobile,1465
e0707,2026-01-17T02:41:00.000Z,u080,Globex,Team,query_error,web,1120
e0708,2026-01-07T15:50:00.000Z,u175,Synogize,Pro,query_error,mobile,688
e0709,2026-01-29T07:15:00.000Z,u082,Globex,Team,chart_apply,mobile,1149
e0710,2026-01-13T08:54:00.000Z,u104,Synogize,Pro,export_csv,mobile,680
e0711,2026-01-17T09:24:00.000Z,u012,Globex,Team,chart_apply,mobile,982
e0712,2026-01-17T10:07:00.000Z,u072,Globex,Team,chart_apply,web,389
e0713,2026-01-17T08:20:00.000Z,u085,Globex,Team,chart_apply,web,852
e0714,2026-01-08T01:47:00.000Z,u098,Globex,Team,login,web,1263
e0715,2026-01-14T18:20:00.000Z,u184,Acme,Free,login,mobile,1166
e0716,2026-01-27T03:37:00.000Z,u100,Globex,Team,query_error,mobile,529
e0717,2026-01-29T12:08:00.000Z,u011,Synogize,Pro,login,mobile,1197
e0718,2026-01-23T12:49:00.000Z,u003,Globex,Team,login,web,1034
e0719,2026-01-20T05:52:00.000Z,u072,Acme,Free,chart_apply,web,680
e0720,2026-01-11T09:44:00.000Z,u067,Globex,Team,query_error,web,1232
e0721,2026-01-13T16:27:00.000Z,u111,Synogize,Pro,query_run,mobile,1067
e0722,2026-01-27T05:21:00.000Z,u198,Acme,Free,chart_apply,web,1386
e0723,2026-01-16T03:21:00.000Z,u117,Globex,Team,query_error,mobile,757
e0724,2026-01-11T07:27:00.000Z,u187,Acme,Free,query_error,web,1074
e0725,2026-01-27T03:02:00.000Z,u065,Acme,Free,query_run,web,319
e0726,2026-01-15T00:06:00.000Z,u002,Synogize,Pro,chart_apply,web,782
e0727,2026-01-14T02:03:00.000Z,u141,Synogize,Pro,query_run,web,1211
e0728,2026-01-05T20:26:00.000Z,u005,Acme,Free,chart_apply,mobile,407
e0729,2026-01-23T16:24:00.000Z,u146,Synogize,Pro,login,mobile,940
e0730,2026-01-12T17:17:00.000Z,u198,Acme,Free,chart_apply,web,1135
e0731,2026-01-14T21:35:00.000Z,u106,Synogize,Pro,export_csv,mobile,534
e0732,2026-01-29T11:25:00.000Z,u098,Synogize,Pro,export_csv,web,676
e0733,2026-01-28T15:34:00.000Z,u156,Acme,Free,login,web,1288
e0734,2026-01-29T09:17:00.000Z,u169,Synogize,Pro,login,web,1456
e0735,2026-01-22T07:37:00.000Z,u025,Globex,Team,query_run,web,1219
e0736,2026-01-30T03:24:00.000Z,u164,Globex,Team,export_csv,mobile,1338
e0737,2026-01-23T22:11:00.000Z,u009,Acme,Free,query_run,web,1485
e0738,2026-01-10T05:23:00.000Z,u001,Synogize,Pro,query_error,mobile,413
e0739,2026-01-09T01:09:00.000Z,u003,Synogize,Pro,export_csv,web,1026
e0740,2026-01-27T07:03:00.000Z,u078,Globex,Team,export_csv,mobile,947
e0741,2026-01-08T13:19:00.000Z,u161,Globex,Team,query_error,web,759
e0742,2026-01-23T04:12:00.000Z,u130,Acme,Free,query_error,mobile,1026
e0743,2026-01-15T13:19:00.000Z,u150,Globex,Team,chart_apply,mobile,720
e0744,2026-01-13T20:01:00.000Z,u026,Acme,Free,chart_apply,mobile,896
e0745,2026-01-20T10:48:00.000Z,u078,Synogize,Pro,query_error,mobile,775
e0746,2026-01-13T09:37:00.000Z,u114,Synogize,Pro,chart_apply,mobile,533
e0747,2026-01-27T12:23:00.000Z,u082,Synogize,Pro,login,web,1324
e0748,2026-01-09T15:07:00.000Z,u072,Synogize,Pro,query_run,mobile,948
e0749,2026-01-10T22:25:00.000Z,u112,Synogize,Pro,login,mobile,1120
e0750,2026-01-16T20:48:00.000Z,u049,Globex,Team,login,web,1093
e0751,2026-01-01T18:17:00.000Z,u077,Globex,Team,chart_apply,mobile,1144
e0752,2026-01-01T17:41:00.000Z,u131,Synogize,Pro,query_run,web,348
e0753,2026-01-26T16:22:00.000Z,u034,Synogize,Pro,chart_apply,web,399
e0754,2026-01-11T16:56:00.000Z,u162,Globex,Team,query_run,web,1047
e0755,2026-01-24T15:38:00.000Z,u106,Globex,Team,query_run,mobile,934
e0756,2026-01-04T15:13:00.000Z,u046,Globex,Team,query_run,mobile,1027
e0757,2026-01-22T05:40:00.000Z,u154,Globex,Team,query_run,mobile,1055
e0758,2026-01-27T09:24:00.000Z,u172,Synogize,Pro,login,mobile,992
e0759,2026-01-03T11:46:00.000Z,u031,Globex,Team,query_error,web,614
e0760,2026-01-18T19:27:00.000Z,u076,Synogize,Pro,query_error,web,919
e0761,2026-01-03T07:22:00.000Z,u067,Acme,Free,export_csv,web,388
e0762,2026-01-21T23:21:00.000Z,u138,Globex,Team,query_error,web,857
e0763,2026-01-25T23:01:00.000Z,u080,Acme,Free,chart_apply,web,1077
e0764,2026-01-17T00:25:00.000Z,u106,Acme,Free,query_error,web,1256
e0765,2026-01-23T19:38:00.000Z,u097,Synogize,Pro,chart_apply,mobile,625
e0766,2026-01-09T08:02:00.000Z,u076,Synogize,Pro,export_csv,web,1428
e0767,2026-01-17T11:16:00.000Z,u045,Synogize,Pro,login,mobile,1204
e0768,2026-01-17T14:27:00.000Z,u134,Globex,Team,login,mobile,1341
e0769,2026-01-10T12:16:00.000Z,u078,Acme,Free,query_run,mobile,856
e0770,2026-01-09T21:18:00.000Z,u166,Globex,Team,export_csv,mobile,618
e0771,2026-01-07T18:53:00.000Z,u183,Globex,Team,query_run,web,423
e0772,2026-01-16T13:24:00.000Z,u102,Globex,Team,export_csv,web,723
e0773,2026-01-21T17:37:00.000Z,u063,Globex,Team,chart_apply,mobile,398
e0774,2026-01-10T15:17:00.000Z,u037,Globex,Team,login,web,1069
e0775,2026-01-04T17:48:00.000Z,u044,Synogize,Pro,export_csv,mobile,921
e0776,2026-01-06T21:53:00.000Z,u081,Acme,Free,login,mobile,1303
e0777,2026-01-29T19:31:00.000Z,u159,Synogize,Pro,query_run,mobile,1062
e0778,2026-01-03T00:24:00.000Z,u038,Synogize,Pro,query_run,mobile,779
e0779,2026-01-22T17:45:00.000Z,u129,Synogize,Pro,login,web,1139
e0780,2026-01-15T02:34:00.000Z,u009,Globex,Team,login,web,936
e0781,2026-01-30T07:27:00.000Z,u156,Acme,Free,login,web,1409
e0782,2026-01-29T12:54:00.000Z,u179,Globex,Team,query_error,web,841
e0783,2026-01-26T12:20:00.000Z,u130,Synogize,Pro,query_run,web,584
e0784,2026-01-13T19:34:00.000Z,u172,Acme,Free,login,web,1026
e0785,2026-01-15T12:46:00.000Z,u035,Acme,Free,login,web,1457
e0786,2026-01-04T13:01:00.000Z,u157,Globex,Team,export_csv,mobile,676
e0787,2026-01-02T14:13:00.000Z,u144,Synogize,Pro,export_csv,mobile,485
e0788,2026-01-05T14:38:00.000Z,u011,Globex,Team,chart_apply,web,1104
e0789,2026-01-15T06:41:00.000Z,u195,Globex,Team,login,mobile,1323
e0790,2026-01-21T07:23:00.000Z,u063,Synogize,Pro,login,web,1260
e0791,2026-01-27T15:07:00.000Z,u087,Acme,Free,export_csv,web,412
e0792,2026-01-10T17:03:00.000Z,u141,Synogize,Pro,login,web,1439
e0793,2026-01-10T09:18:00.000Z,u183,Globex,Team,chart_apply,web,508
e0794,2026-01-23T12:17:00.000Z,u149,Globex,Team,login,web,1240
e0795,2026-01-15T20:28:00.000Z,u067,Globex,Team,login,mobile,1032
e0796,2026-01-13T03:18:00.000Z,u173,Synogize,Pro,query_run,web,413
e0797,2026-01-29T10:57:00.000Z,u056,Globex,Team,chart_apply,mobile,412
e0798,2026-01-01T21:50:00.000Z,u177,Globex,Team,query_run,web,1157
e0799,2026-01-15T05:58:00.000Z,u065,Synogize,Pro,query_run,mobile,841
e0800,2026-01-28T09:00:00.000Z,u138,Synogize,Pro,login,mobile,1458
e0801,2026-01-02T19:28:00.000Z,u124,Acme,Free,login,mobile,1191
e0802,2026-01-07T16:08:00.000Z,u159,Synogize,Pro,export_csv,web,573
e0803,2026-01-07T18:23:00.000Z,u043,Globex,Team,query_error,web,950
e0804,2026-01-30T21:55:00.000Z,u186,Globex,Team,query_error,web,1074
e0805,2026-01-02T07:27:00.000Z,u019,Synogize,Pro,export_csv,mobile,390
e0806,2026-01-09T04:28:00.000Z,u093,Synogize,Pro,login,mobile,1172
e0807,2026-01-02T14:32:00.000Z,u002,Acme,Free,query_error,mobile,353
e0808,2026-01-29T00:26:00.000Z,u144,Acme,Free,export_csv,mobile,309
e0809,2026-01-18T07:44:00.000Z,u013,Globex,Team,chart_apply,mobile,780
e0810,2026-01-16T10:27:00.000Z,u149,Globex,Team,query_error,web,578
e0811,2026-01-30T09:06:00.000Z,u069,Synogize,Pro,chart_apply,mobile,327
e0812,2026-01-27T21:27:00.000Z,u144,Acme,Free,query_run,web,567
e0813,2026-01-20T04:34:00.000Z,u197,Synogize,Pro,export_csv,mobile,1069
e0814,2026-01-08T03:01:00.000Z,u164,Globex,Team,query_run,web,936
e0815,2026-01-17T17:27:00.000Z,u068,Synogize,Pro,export_csv,mobile,1271
e0816,2026-01-18T13:32:00.000Z,u196,Globex,Team,chart_apply,mobile,597
e0817,2026-01-18T06:06:00.000Z,u165,Acme,Free,query_run,mobile,692
e0818,2026-01-08T22:07:00.000Z,u087,Acme,Free,chart_apply,mobile,959
e0819,2026-01-19T19:18:00.000Z,u125,Acme,Free,export_csv,mobile,941
e0820,2026-01-21T03:09:00.000Z,u111,Synogize,Pro,chart_apply,web,986
e0821,2026-01-26T20:54:00.000Z,u146,Synogize,Pro,chart_apply,web,1406
e0822,2026-01-18T04:28:00.000Z,u185,Acme,Free,login,web,1116
e0823,2026-01-02T20:36:00.000Z,u043,Acme,Free,login,web,1148
e0824,2026-01-28T02:27:00.000Z,u057,Acme,Free,export_csv,mobile,318
e0825,2026-01-12T21:36:00.000Z,u186,Globex,Team,login,mobile,1020
e0826,2026-01-13T01:09:00.000Z,u035,Synogize,Pro,query_error,mobile,504
e0827,2026-01-25T14:39:00.000Z,u157,Acme,Free,query_run,mobile,1218
e0828,2026-01-17T08:05:00.000Z,u153,Globex,Team,query_error,web,1425
e0829,2026-01-12T05:16:00.000Z,u148,Acme,Free,export_csv,web,1358
e0830,2026-01-09T23:00:00.000Z,u129,Synogize,Pro,export_csv,web,477
e0831,2026-01-06T00:25:00.000Z,u167,Acme,Free,login,mobile,1218
e0832,2026-01-03T23:59:00.000Z,u058,Globex,Team,export_csv,mobile,1115
e0833,2026-01-18T12:47:00.000Z,u058,Synogize,Pro,export_csv,web,417
e0834,2026-01-11T12:10:00.000Z,u122,Acme,Free,login,mobile,1020
e0835,2026-01-08T06:13:00.000Z,u157,Acme,Free,export_csv,web,452
e0836,2026-01-15T19:36:00.000Z,u119,Acme,Free,chart_apply,mobile,846
e0837,2026-01-06T06:35:00.000Z,u070,Synogize,Pro,query_run,mobile,740
e0838,2026-01-21T08:08:00.000Z,u035,Globex,Team,chart_apply,web,675
e0839,2026-01-09T11:36:00.000Z,u014,Globex,Team,query_run,web,416
e0840,2026-01-15T15:22:00.000Z,u176,Synogize,Pro,login,web,964
e0841,2026-01-08T02:24:00.000Z,u006,Synogize,Pro,query_run,web,1126
e0842,2026-01-26T20:11:00.000Z,u098,Globex,Team,chart_apply,web,877
e0843,2026-01-17T07:17:00.000Z,u095,Acme,Free,export_csv,web,588
e0844,2026-01-05T03:25:00.000Z,u104,Acme,Free,export_csv,mobile,310
e0845,2026-01-28T08:47:00.000Z,u164,Synogize,Pro,login,web,1102
e0846,2026-01-04T20:49:00.000Z,u123,Acme,Free,export_csv,mobile,1220
e0847,2026-01-06T22:20:00.000Z,u029,Globex,Team,export_csv,web,544
e0848,2026-01-07T06:12:00.000Z,u180,Globex,Team,chart_apply,web,1495
e0849,2026-01-07T00:00:00.000Z,u187,Acme,Free,query_run,mobile,1151
e0850,2026-01-14T16:12:00.000Z,u073,Globex,Team,chart_apply,web,324
e0851,2026-01-01T05:25:00.000Z,u125,Globex,Team,chart_apply,web,1487
e0852,2026-01-28T05:01:00.000Z,u173,Acme,Free,login,web,1174
e0853,2026-01-25T03:51:00.000Z,u082,Globex,Team,login,mobile,878
e0854,2026-01-29T01:16:00.000Z,u165,Synogize,Pro,chart_apply,web,1445
e0855,2026-01-16T16:57:00.000Z,u103,Acme,Free,login,mobile,1346
e0856,2026-01-16T19:09:00.000Z,u105,Globex,Team,query_run,mobile,983
e0857,2026-01-18T09:51:00.000Z,u033,Synogize,Pro,chart_apply,web,358
e0858,2026-01-26T17:33:00.000Z,u111,Globex,Team,login,mobile,1305
e0859,2026-01-11T02:08:00.000Z,u062,Synogize,Pro,export_csv,mobile,1114
e0860,2026-01-13T17:18:00.000Z,u139,Synogize,Pro,export_csv,mobile,947
e0861,2026-01-24T04:05:00.000Z,u100,Globex,Team,chart_apply,mobile,976
e0862,2026-01-03T14:43:00.000Z,u033,Globex,Team,login,web,1348
e0863,2026-01-04T22:14:00.000Z,u141,Synogize,Pro,query_error,mobile,992
e0864,2026-01-03T22:21:00.000Z,u126,Acme,Free,query_error,mobile,1263
e0865,2026-01-06T23:50:00.000Z,u179,Globex,Team,query_error,mobile,1209
e0866,2026-01-08T21:12:00.000Z,u085,Acme,Free,chart_apply,mobile,395
e0867,2026-01-27T03:07:00.000Z,u162,Globex,Team,query_error,web,1019
e0868,2026-01-14T05:42:00.000Z,u054,Globex,Team,login,web,1120
e0869,2026-01-12T00:02:00.000Z,u096,Synogize,Pro,query_run,web,818
e0870,2026-01-10T02:29:00.000Z,u157,Globex,Team,export_csv,web,1405
e0871,2026-01-02T12:58:00.000Z,u084,Acme,Free,chart_apply,web,880
e0872,2026-01-22T16:47:00.000Z,u045,Synogize,Pro,query_run,web,1008
e0873,2026-01-29T16:56:00.000Z,u166,Acme,Free,login,mobile,1369
e0874,2026-01-13T23:33:00.000Z,u136,Globex,Team,chart_apply,mobile,329
e0875,2026-01-16T18:05:00.000Z,u021,Acme,Free,query_run,web,420
e0876,2026-01-09T16:16:00.000Z,u053,Globex,Team,login,web,940
e0877,2026-01-18T05:51:00.000Z,u018,Globex,Team,login,web,927
e0878,2026-01-20T20:25:00.000Z,u158,Acme,Free,query_error,mobile,1481
e0879,2026-01-25T17:10:00.000Z,u151,Synogize,Pro,export_csv,web,373
e0880,2026-01-02T03:27:00.000Z,u131,Acme,Free,export_csv,mobile,899
e0881,2026-01-22T18:14:00.000Z,u172,Acme,Free,export_csv,mobile,349
e0882,2026-01-20T19:31:00.000Z,u079,Acme,Free,chart_apply,web,1370
e0883,2026-01-30T14:23:00.000Z,u108,Acme,Free,login,web,810
e0884,2026-01-19T14:49:00.000Z,u121,Globex,Team,query_run,mobile,1078
e0885,2026-01-27T14:21:00.000Z,u058,Synogize,Pro,export_csv,web,680
e0886,2026-01-05T03:00:00.000Z,u176,Synogize,Pro,export_csv,mobile,800
e0887,2026-01-07T01:00:00.000Z,u137,Globex,Team,chart_apply,mobile,900
e0888,2026-01-01T00:07:00.000Z,u009,Globex,Team,query_error,web,708
e0889,2026-01-10T21:17:00.000Z,u100,Globex,Team,export_csv,mobile,905
e0890,2026-01-17T20:10:00.000Z,u043,Acme,Free,query_error,web,1231
e0891,2026-01-28T17:19:00.000Z,u181,Globex,Team,export_csv,mobile,1362
e0892,2026-01-05T22:53:00.000Z,u026,Globex,Team,chart_apply,mobile,654
e0893,2026-01-05T02:07:00.000Z,u049,Acme,Free,login,mobile,1164
e0894,2026-01-10T15:50:00.000Z,u029,Synogize,Pro,chart_apply,web,1006
e0895,2026-01-20T14:32:00.000Z,u070,Acme,Free,chart_apply,web,577
e0896,2026-01-02T17:00:00.000Z,u016,Globex,Team,login,web,1242
e0897,2026-01-19T06:29:00.000Z,u091,Globex,Team,login,web,1140
e0898,2026-01-14T14:26:00.000Z,u108,Synogize,Pro,query_run,web,758
e0899,2026-01-03T07:39:00.000Z,u106,Globex,Team,login,mobile,1254
e0900,2026-01-14T19:32:00.000Z,u148,Synogize,Pro,query_run,web,1348
e0901,2026-01-07T02:06:00.000Z,u152,Synogize,Pro,query_run,mobile,1169
e0902,2026-01-30T17:30:00.000Z,u159,Globex,Team,query_run,mobile,331
e0903,2026-01-18T11:06:00.000Z,u106,Globex,Team,query_run,web,1024
e0904,2026-01-13T15:40:00.000Z,u024,Acme,Free,login,mobile,917
e0905,2026-01-06T07:17:00.000Z,u139,Synogize,Pro,chart_apply,mobile,1182
e0906,2026-01-22T10:07:00.000Z,u029,Globex,Team,login,mobile,1332
e0907,2026-01-17T18:26:00.000Z,u084,Synogize,Pro,query_run,web,1345
e0908,2026-01-10T03:37:00.000Z,u035,Synogize,Pro,login,web,1425
e0909,2026-01-19T03:02:00.000Z,u020,Globex,Team,query_error,web,996
e0910,2026-01-06T17:10:00.000Z,u106,Synogize,Pro,query_run,mobile,423
e0911,2026-01-05T21:15:00.000Z,u167,Acme,Free,query_error,mobile,547
e0912,2026-01-15T14:38:00.000Z,u037,Synogize,Pro,chart_apply,mobile,1379
e0913,2026-01-22T23:25:00.000Z,u179,Globex,Team,login,web,1306
e0914,2026-01-28T20:25:00.000Z,u176,Globex,Team,chart_apply,mobile,443
e0915,2026-01-11T07:59:00.000Z,u184,Globex,Team,query_run,web,1316
e0916,2026-01-19T11:29:00.000Z,u178,Globex,Team,chart_apply,web,1320
e0917,2026-01-10T11:55:00.000Z,u116,Globex,Team,chart_apply,mobile,1064
e0918,2026-01-09T10:42:00.000Z,u038,Synogize,Pro,login,web,1201
e0919,2026-01-26T04:37:00.000Z,u155,Acme,Free,export_csv,mobile,1166
e0920,2026-01-03T04:57:00.000Z,u143,Synogize,Pro,query_error,mobile,478
e0921,2026-01-03T19:18:00.000Z,u165,Acme,Free,login,web,834
e0922,2026-01-24T21:57:00.000Z,u083,Globex,Team,query_error,web,1211
e0923,2026-01-26T18:37:00.000Z,u120,Globex,Team,query_run,mobile,1217
e0924,2026-01-11T12:20:00.000Z,u123,Acme,Free,query_run,mobile,920
e0925,2026-01-07T21:33:00.000Z,u187,Globex,Team,query_run,web,1171
e0926,2026-01-24T00:33:00.000Z,u180,Acme,Free,export_csv,mobile,868
e0927,2026-01-29T18:46:00.000Z,u160,Acme,Free,chart_apply,mobile,1393
e0928,2026-01-27T05:32:00.000Z,u061,Synogize,Pro,query_run,web,1348
e0929,2026-01-09T04:24:00.000Z,u032,Globex,Team,chart_apply,web,849
e0930,2026-01-13T11:51:00.000Z,u179,Globex,Team,export_csv,mobile,1492
e0931,2026-01-19T18:53:00.000Z,u098,Acme,Free,export_csv,mobile,1121
e0932,2026-01-07T09:37:00.000Z,u183,Acme,Free,login,mobile,1336
e0933,2026-01-29T17:58:00.000Z,u183,Synogize,Pro,query_run,web,1213
e0934,2026-01-13T03:54:00.000Z,u006,Acme,Free,query_run,web,1152
e0935,2026-01-15T04:23:00.000Z,u147,Acme,Free,query_error,mobile,354
e0936,2026-01-28T09:49:00.000Z,u121,Synogize,Pro,chart_apply,mobile,1228
e0937,2026-01-28T11:13:00.000Z,u037,Acme,Free,login,mobile,1139
e0938,2026-01-07T20:15:00.000Z,u033,Synogize,Pro,login,mobile,1443
e0939,2026-01-08T22:49:00.000Z,u051,Globex,Team,query_error,mobile,385
e0940,2026-01-01T07:47:00.000Z,u010,Synogize,Pro,chart_apply,mobile,1167
e0941,2026-01-21T08:14:00.000Z,u129,Acme,Free,login,web,1308
e0942,2026-01-06T17:20:00.000Z,u182,Acme,Free,export_csv,mobile,315
e0943,2026-01-20T09:21:00.000Z,u120,Globex,Team,query_error,mobile,403
e0944,2026-01-28T03:51:00.000Z,u127,Synogize,Pro,login,web,1056
e0945,2026-01-18T11:12:00.000Z,u082,Acme,Free,export_csv,mobile,822
e0946,2026-01-19T20:47:00.000Z,u135,Acme,Free,login,web,1289
e0947,2026-01-02T14:33:00.000Z,u002,Acme,Free,chart_apply,web,989
e0948,2026-01-04T08:33:00.000Z,u101,Acme,Free,export_csv,mobile,386
e0949,2026-01-20T10:15:00.000Z,u082,Globex,Team,login,web,912
e0950,2026-01-30T19:26:00.000Z,u058,Synogize,Pro,login,mobile,815
e0951,2026-01-02T08:00:00.000Z,u197,Acme,Free,export_csv,web,1487
e0952,2026-01-21T11:24:00.000Z,u024,Globex,Team,login,mobile,1008
e0953,2026-01-13T10:48:00.000Z,u012,Acme,Free,chart_apply,mobile,1334
e0954,2026-01-02T04:01:00.000Z,u146,Globex,Team,login,mobile,927
e0955,2026-01-10T01:34:00.000Z,u114,Acme,Free,chart_apply,mobile,750
e0956,2026-01-26T02:25:00.000Z,u072,Acme,Free,query_run,web,1431
e0957,2026-01-11T17:47:00.000Z,u121,Synogize,Pro,query_error,mobile,737
e0958,2026-01-30T14:01:00.000Z,u036,Globex,Team,export_csv,web,735
e0959,2026-01-13T03:31:00.000Z,u144,Acme,Free,query_error,mobile,1198
e0960,2026-01-23T02:29:00.000Z,u116,Globex,Team,chart_apply,web,1040
e0961,2026-01-05T20:31:00.000Z,u135,Acme,Free,query_error,web,1151
e0962,2026-01-14T10:34:00.000Z,u006,Synogize,Pro,chart_apply,mobile,786
e0963,2026-01-24T07:40:00.000Z,u154,Globex,Team,login,mobile,1096
e0964,2026-01-15T04:23:00.000Z,u128,Acme,Free,export_csv,web,916
e0965,2026-01-11T17:28:00.000Z,u013,Acme,Free,login,mobile,1015
e0966,2026-01-01T16:52:00.000Z,u134,Acme,Free,login,mobile,858
e0967,2026-01-15T02:38:00.000Z,u162,Synogize,Pro,query_run,mobile,389
e0968,2026-01-29T15:25:00.000Z,u050,Synogize,Pro,login,web,1301
e0969,2026-01-07T12:38:00.000Z,u162,Globex,Team,query_error,web,559
e0970,2026-01-09T18:55:00.000Z,u179,Acme,Free,login,mobile,1036
e0971,2026-01-28T03:53:00.000Z,u060,Synogize,Pro,query_error,web,1243
e0972,2026-01-18T07:11:00.000Z,u163,Synogize,Pro,chart_apply,web,873
e0973,2026-01-06T00:59:00.000Z,u028,Globex,Team,chart_apply,mobile,588
e0974,2026-01-05T04:50:00.000Z,u002,Synogize,Pro,login,mobile,1251
e0975,2026-01-08T12:20:00.000Z,u061,Globex,Team,login,mobile,1130
e0976,2026-01-03T17:32:00.000Z,u083,Acme,Free,query_run,mobile,1308
e0977,2026-01-18T13:54:00.000Z,u048,Globex,Team,query_run,mobile,333
e0978,2026-01-13T23:46:00.000Z,u047,Synogize,Pro,query_error,web,576
e0979,2026-01-13T09:55:00.000Z,u193,Synogize,Pro,query_run,mobile,300
e0980,2026-01-15T15:18:00.000Z,u134,Synogize,Pro,export_csv,mobile,505
e0981,2026-01-28T20:26:00.000Z,u060,Synogize,Pro,export_csv,mobile,759
e0982,2026-01-18T15:23:00.000Z,u096,Synogize,Pro,query_error,web,546
e0983,2026-01-26T11:46:00.000Z,u030,Globex,Team,query_run,web,459
e0984,2026-01-09T18:58:00.000Z,u172,Globex,Team,login,web,810
e0985,2026-01-27T14:18:00.000Z,u007,Synogize,Pro,login,mobile,851
e0986,2026-01-04T10:07:00.000Z,u089,Globex,Team,login,web,1066
e0987,2026-01-03T09:13:00.000Z,u185,Synogize,Pro,query_error,mobile,408
e0988,2026-01-07T08:12:00.000Z,u194,Acme,Free,query_error,web,1066
e0989,2026-01-19T03:36:00.000Z,u084,Synogize,Pro,chart_apply,web,1325
e0990,2026-01-17T14:15:00.000Z,u020,Synogize,Pro,chart_apply,web,317
e0991,2026-01-13T11:14:00.000Z,u111,Globex,Team,query_error,mobile,687
e0992,2026-01-04T05:47:00.000Z,u008,Acme,Free,chart_apply,mobile,544
e0993,2026-01-15T01:27:00.000Z,u144,Globex,Team,export_csv,mobile,1359
e0994,2026-01-16T20:20:00.000Z,u001,Globex,Team,chart_apply,web,723
e0995,2026-01-08T17:47:00.000Z,u055,Acme,Free,chart_apply,web,1293
e0996,2026-01-23T20:33:00.000Z,u168,Globex,Team,query_run,mobile,1196
e0997,2026-01-06T15:04:00.000Z,u027,Globex,Team,export_csv,web,1136
e0998,2026-01-20T13:38:00.000Z,u044,Synogize,Pro,query_run,web,1005
e0999,2026-01-23T15:56:00.000Z,u059,Synogize,Pro,chart_apply,mobile,655
e1000,2026-01-12T21:20:00.000Z,u007,Acme,Free,query_run,mobile,1376
